titre,prix,ville,surface,chambres,salle_de_bain,lien,prix_log,prix_par_m2
(P.V00244) Appartements en Bord de Mer à Mdiq,1790000.0,Appartements dans Mdiq,76.0,2.0,2.0,https://www.avito.ma/fr/mdiq/appartements/_P_V00244__Appartements_en_Bord_de_Mer_%C3%A0_Mdiq_57681071.htm,14.397726736475999,23552.63157894737
Appartement Moyen standing,410000.0,Appartements dans Béni Mellal,70.0,3.0,2.0,https://www.avito.ma/fr/b%C3%A9ni_mellal/appartements/Appartement_Moyen_standing_57215043.htm,12.923914877701906,5857.142857142857
(P.V00250) Apparts neufs - Haut Standing à Tétouan,570000.0,Appartements dans Tétouan,62.0,2.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/_P_V00250__Apparts_neufs___Haut_Standing_%C3%A0_T%C3%A9touan_57810019.htm,13.25339339419516,9193.548387096775
Appartement À vendre à Bassatine El Menzeh,2500000.0,Appartements dans Rabat,167.0,3.0,2.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%80_vendre_%C3%A0_Bassatine_El_Menzeh_56111815.htm,14.731801689838349,14970.059880239522
Appartement à vendre 115 m² à Temara,1690000.0,Appartements dans Temara,115.0,3.0,1.0,https://www.avito.ma/fr/oued_eddahab/appartements/Appartement_%C3%A0_vendre_115_m%C2%B2_%C3%A0_Temara_57774592.htm,14.340239678615058,14695.652173913044
Appartement 67 m² à BOUSKOURA prix imbattable,690000.0,Appartements dans Casablanca,67.0,2.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_67_m%C2%B2_%C3%A0_BOUSKOURA_prix_imbattable_57595127.htm,13.444448325847754,10298.507462686568
Appartement à vendre 123 m² à Kénitra,1350000.0,Appartements dans Kénitra,135.0,3.0,2.0,https://www.avito.ma/fr/la_ville_haute/appartements/Appartement_%C3%A0_vendre_123_m%C2%B2_%C3%A0_K%C3%A9nitra_57811797.htm,14.115615891155079,10000.0
A vendre un appartement dans une résid balnéaire,1100000.0,Appartements dans Sidi Rahal,108.0,2.0,2.0,https://www.avito.ma/fr/sidi_rahal/appartements/A_vendre_un_appartement_dans_une_r%C3%A9sid_baln%C3%A9aire_57463162.htm,13.910821646859095,10185.185185185184
Appartement meublé à vendre à Mssanana Golf route Rmilat,1200000.0,Appartements dans Tanger,94.0,2.0,1.0,https://www.avito.ma/fr/du_golf/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_%C3%A0_Mssanana_Golf_route_Rmilat_56137932.htm,13.997832948091215,12765.95744680851
Appartement à vendre 54 m² à Casablanca DAR BOUAAZA,270000.0,Appartements dans Casablanca,54.0,2.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Casablanca_DAR_BOUAAZA_57809096.htm,12.506180941677357,5000.0
Appartement triplex à vendre 128m² à HM Casablanca,850000.0,Appartements dans Casablanca,128.0,4.0,2.0,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_triplex_%C3%A0_vendre_128m%C2%B2_%C3%A0_HM_Casablanca_57029102.htm,13.652992804936396,6640.625
Appartement à vendre 95 m² à El Mansouria,1100000.0,Appartements dans El Mansouria,95.0,2.0,2.0,https://www.avito.ma/fr/el_mansouria/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_El_Mansouria_57715127.htm,13.910821646859095,11578.947368421053
Appartement à vendre 78 m² à Mohammedia,770000.0,Appartements dans Mohammedia,78.0,2.0,2.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Mohammedia_57688984.htm,13.554147092530322,9871.794871794871
Appartement à vendre dans le quartier Al Hamidiya Al Quds,680000.0,Appartements dans Casablanca,55.0,2.0,1.0,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_dans_le_quartier_Al_Hamidiya_Al_Quds_57792316.htm,13.429849547739444,12363.636363636364
(P.V00243) Appartements de Haut Standing à Cabo,1125000.0,Appartements dans Cabo Negro,45.0,1.0,1.0,https://www.avito.ma/fr/cabo_negro/appartements/_P_V00243__Appartements_de_Haut_Standing_%C3%A0_Cabo_57397345.htm,13.933294482509151,25000.0
Appartement à vendre 82 m² garage voiture 12 m² titré Wifaq,1200000.0,Appartements dans Temara,82.0,2.0,2.0,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_garage_voiture_12_m%C2%B2_titr%C3%A9_Wifaq_57840136.htm,13.997832948091215,14634.146341463415
Appartement meublé à vendre Bayt Mostaqbal1,420000.0,Appartements dans Salé,54.0,2.0,1.0,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_Bayt_Mostaqbal1_57840132.htm,12.948012371209098,7777.777777777777
"Appartement à vendre 58 m², Oulfa Hay Hassani",286000.0,Appartements dans Casablanca,59.0,2.0,1.0,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2__Oulfa_Hay_Hassani_57775101.htm,12.563750586299374,4847.457627118644
Apparts neufs Haut Standing à Mansouria,900000.0,Appartements dans Mohammedia,75.0,2.0,2.0,https://www.avito.ma/fr/autre_secteur/appartements/Apparts_neufs_Haut_Standing_%C3%A0_Mansouria_56127780.htm,13.710151153416941,12000.0
VENTE – APPARTEMENT AVEC TERRASSE À MAAMORA,750000.0,Appartements dans Kénitra,117.0,2.0,1.0,https://www.avito.ma/fr/maamora/appartements/VENTE___APPARTEMENT_AVEC_TERRASSE_%C3%80_MAAMORA_57724479.htm,13.527829818844937,6410.25641025641
Appartement Spacieux 158m² à Mers Sultan,2054000.0,Appartements dans Casablanca,158.0,3.0,2.0,https://www.avito.ma/fr/mers_sultan/appartements/Appartement_Spacieux_158m%C2%B2_%C3%A0_Mers_Sultan_57835785.htm,14.53530015632544,13000.0
Appartement à vendre titré au premier étage,800000.0,Appartements dans Tanger,90.0,3.0,1.0,https://www.avito.ma/fr/aouama_gharbia/appartements/Appartement_%C3%A0_vendre_titr%C3%A9_au_premier_%C3%A9tage_57840085.htm,13.592368256649284,8888.888888888889
(P.V00171) Nouveaux Appartements à Cabo Negro,1364000.0,Appartements dans Cabo Negro,62.0,2.0,1.0,https://www.avito.ma/fr/cabo_negro/appartements/_P_V00171__Nouveaux_Appartements_%C3%A0_Cabo_Negro_51770070.htm,14.125932850523105,22000.0
A 2 pas de M Avenue à Gueliz,695000.0,Appartements dans Marrakech,70.0,2.0,1.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/A_2_pas_de_M_Avenue_%C3%A0_Gueliz_56639312.htm,13.451668563394815,9928.57142857143
Appartement à vendre meilleur emplacement,2000000.0,Appartements dans Rabat,133.0,3.0,1.0,https://www.avito.ma/fr/diour_jamaa/appartements/Appartement_%C3%A0_vendre_meilleur_emplacement_57839997.htm,14.508658238524095,15037.593984962406
Élégant Appartement À Vendre À Semlalia,1300000.0,Appartements dans Marrakech,82.0,2.0,1.0,https://www.avito.ma/fr/semlalia/appartements/%C3%89l%C3%A9gant_Appartement_%C3%80_Vendre_%C3%80_Semlalia_57810504.htm,14.077875591662238,15853.658536585366
Appartement 145 m² en Vente près Hay Amal Narjiss,870000.0,Appartements dans Fès,145.0,3.0,1.0,https://www.avito.ma/fr/narjis/appartements/Appartement_145_m%C2%B2_en_Vente_pr%C3%A8s_Hay_Amal_Narjiss_57803962.htm,13.676249640055394,6000.0
A vendre studio de luxe Almassira,1700000.0,Appartements dans Casablanca,74.0,1.0,1.0,https://www.avito.ma/fr/maarif/appartements/A_vendre_studio_de_luxe_Almassira_57768585.htm,14.346139397261565,22972.972972972973
Appartement à vendre quartier Al Azhar 2 Bouskoura. Près de Hammam Al Hamd,320000.0,Appartements dans Bouskoura,58.0,2.0,1.0,https://www.avito.ma/fr/bouskoura_centre/appartements/Appartement_%C3%A0_vendre_quartier_Al_Azhar_2_Bouskoura__Pr%C3%A8s_de_Hammam_Al_Hamd_56908144.htm,12.676079399771027,5517.241379310345
Appartement 112 m² près café Mégad’Or à Fès,650000.0,Appartements dans Fès,112.0,3.0,2.0,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_112_m%C2%B2_pr%C3%A8s_caf%C3%A9_M%C3%A9gad_Or_%C3%A0_F%C3%A8s_57370688.htm,13.384729180332174,5803.571428571428
ATHENA 25 – Investissement Haut Standing,870000.0,Appartements dans Marrakech,72.0,1.0,1.0,https://www.avito.ma/fr/route_de_casablanca/appartements/ATHENA_25___Investissement_Haut_Standing_57324851.htm,13.676249640055394,12083.333333333334
Appartement à vendre 135 m² à Kénitra,1500000.0,Appartements dans Kénitra,137.0,3.0,2.0,https://www.avito.ma/fr/maamora/appartements/Appartement_%C3%A0_vendre_135_m%C2%B2_%C3%A0_K%C3%A9nitra_56509878.htm,14.220976332738882,10948.905109489051
Appartement à vendre 78 m² à El Mansouria,940000.0,Appartements dans El Mansouria,78.0,2.0,2.0,https://www.avito.ma/fr/el_mansouria/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_El_Mansouria_57553786.htm,13.753636218075409,12051.28205128205
Appartement à vendre sur Hay Riad,2200000.0,Appartements dans Rabat,94.0,2.0,2.0,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_sur_Hay_Riad_57633311.htm,14.603968372873895,23404.255319148935
Appartement à vendre bien situé,1550000.0,Appartements dans Temara,97.0,3.0,2.0,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_bien_situ%C3%A9_57713493.htm,14.253766134056512,15979.38144329897
Appartement salon 3 chambres 103 m² à Victoria,999000.0,Appartements dans Bouskoura,114.0,3.0,2.0,https://www.avito.ma/fr/victoria/appartements/Appartement_salon_3_chambres_103_m%C2%B2_%C3%A0_Victoria_56593572.htm,13.81451105863119,8763.157894736842
Appartement 150 m² en vente près Clinique Razi,800000.0,Appartements dans Fès,150.0,3.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_150_m%C2%B2_en_vente_pr%C3%A8s_Clinique_Razi_57730264.htm,13.592368256649284,5333.333333333333
Saidia AP2 - Appart de 118m² – proche du Golf,960000.0,Appartements dans Saidia,118.0,2.0,2.0,https://www.avito.ma/fr/saidia/appartements/Saidia_AP2___Appart_de_118m%C2%B2___proche_du_Golf_57775425.htm,13.774689605110144,8135.593220338983
Appartement 126m² 3 chambres 2SDB lumineux,590000.0,Appartements dans Fès,140.0,3.0,2.0,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_126m%C2%B2_3_chambres_2SDB_lumineux_57664061.htm,13.28787951079572,4214.285714285715
Appartement à vendre,1100000.0,Appartements dans Temara,80.0,2.0,2.0,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_57805007.htm,13.910821646859095,13750.0
appartement à vendre ait meloul,960000.0,Appartements dans Ait Melloul,119.0,3.0,2.0,https://www.avito.ma/fr/ait_melloul/appartements/appartement_%C3%A0_vendre_ait_meloul_57810300.htm,13.774689605110144,8067.226890756303
A vendre un joli appartement de 3 chambres,2450000.0,Appartements dans Casablanca,132.0,3.0,3.0,https://www.avito.ma/fr/racine/appartements/A_vendre_un_joli_appartement_de_3_chambres_57415416.htm,14.711598990684092,18560.60606060606
Appartement à vendre 148 m² à Casablanca,1900000.0,Appartements dans Casablanca,148.0,3.0,2.0,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_148_m%C2%B2_%C3%A0_Casablanca_56939391.htm,14.45736497045232,12837.837837837838
"Appartement 78 m² – 2 chambres – Irfane 2, Tanger",870000.0,Appartements dans Tanger,78.0,2.0,2.0,https://www.avito.ma/fr/al_irfane_2/appartements/Appartement_78_m%C2%B2___2_chambres___Irfane_2__Tanger_57552896.htm,13.676249640055394,11153.846153846154
"Appartement 88 m² – Tingis Tower, Malabata",2250000.0,Appartements dans Tanger,88.0,2.0,2.0,https://www.avito.ma/fr/malabata/appartements/Appartement_88_m%C2%B2___Tingis_Tower__Malabata_57726622.htm,14.626441218624949,25568.18181818182
Appartement 93 m² à Victoria,880000.0,Appartements dans Bouskoura,104.0,2.0,2.0,https://www.avito.ma/fr/victoria/appartements/Appartement_93_m%C2%B2_%C3%A0_Victoria_56601842.htm,13.68767832281738,8461.538461538461
Charmant Studio À La Vente À La Route De Casa,800000.0,Appartements dans Marrakech,54.0,1.0,1.0,https://www.avito.ma/fr/route_de_casablanca/appartements/Charmant_Studio_%C3%80_La_Vente_%C3%80_La_Route_De_Casa_57768770.htm,13.592368256649284,14814.814814814816
Nouveau Projet Haut Standing À Semlalia,740000.0,Appartements dans Marrakech,37.0,1.0,1.0,https://www.avito.ma/fr/semlalia/appartements/Nouveau_Projet_Haut_Standing_%C3%80_Semlalia_56794517.htm,13.51440681653079,20000.0
Bel appartement F3 vue sur mer à Sable d'or,1600000.0,Appartements dans Temara,90.0,2.0,1.0,https://www.avito.ma/fr/harhoura/appartements/Bel_appartement_F3_vue_sur_mer_%C3%A0_Sable_d_or_57839890.htm,14.285514812209815,17777.777777777777
appartement,900000.0,Appartements dans Casablanca,83.0,2.0,1.0,https://www.avito.ma/fr/sidi_maarouf/appartements/appartement_56851728.htm,13.710151153416941,10843.373493975903
Vente Appartement de 185m² à Mimosas,1800000.0,Appartements dans Kénitra,190.0,4.0,2.0,https://www.avito.ma/fr/mimosas/appartements/Vente_Appartement_de_185m%C2%B2_%C3%A0_Mimosas_56353170.htm,14.403297778421795,9473.684210526315
Appartement à vendre 90 m² à Kénitra le vallon,660000.0,Appartements dans Kénitra,90.0,3.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_K%C3%A9nitra_le_vallon_57754946.htm,13.399996629152975,7333.333333333333
Appartement 120 m² en vente à Narjis Fès,560000.0,Appartements dans Fès,120.0,3.0,2.0,https://www.avito.ma/fr/narjis/appartements/Appartement_120_m%C2%B2_en_vente_%C3%A0_Narjis_F%C3%A8s_57185983.htm,13.235693848424024,4666.666666666667
Appartement à vendre 145 m² à Casablanca,2900000.0,Appartements dans Casablanca,192.0,3.0,2.0,https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_145_m%C2%B2_%C3%A0_Casablanca_57726467.htm,14.88022163978423,15104.166666666666
Appartement à vendre 100 m² à Tanger,1000000.0,Appartements dans Tanger,100.0,2.0,1.0,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Tanger_57839867.htm,13.815511557963774,10000.0
Appartement à vendre 99 m² à Victoria,980000.0,Appartements dans Bouskoura,99.0,2.0,2.0,https://www.avito.ma/fr/victoria/appartements/Appartement_%C3%A0_vendre_99_m%C2%B2_%C3%A0_Victoria_57706273.htm,13.795308871054397,9898.9898989899
Très bel appartement a Eden island,3650000.0,Appartements dans Bouznika,251.0,2.0,1.0,https://www.avito.ma/fr/plage_oued_cherrat/appartements/Tr%C3%A8s_bel_appartement_a_Eden_island_57228038.htm,15.11023799953124,14541.83266932271
Appartement à vendre 134 m² à Casablanca,2400000.0,Appartements dans Casablanca,134.0,3.0,1.0,https://www.avito.ma/fr/casablanca/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Casablanca_57814419.htm,14.690979711984754,17910.44776119403
Appartement de 157m2 au quartier des Hopitaux,2000000.0,Appartements dans Casablanca,157.0,3.0,2.0,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_de_157m2_au_quartier_des_Hopitaux_57597491.htm,14.508658238524095,12738.853503184713
"Appartements à vendre à Oujda, route L'Aouniya",290000.0,Appartements dans Oujda,70.0,2.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartements_%C3%A0_vendre_%C3%A0_Oujda__route_L_Aouniya_57755531.htm,12.577639650232573,4142.857142857143
Luxueux appartement à 2 Mars,1990000.0,Appartements dans Casablanca,167.0,3.0,3.0,https://www.avito.ma/fr/2_mars/appartements/Luxueux_appartement_%C3%A0_2_Mars_57770096.htm,14.503645699213111,11916.167664670658
Nouveau projet sur plan à route de casa,640000.0,Appartements dans Marrakech,45.0,1.0,1.0,https://www.avito.ma/fr/route_de_casablanca/appartements/Nouveau_projet_sur_plan_%C3%A0_route_de_casa_56033588.htm,13.369225017834633,14222.222222222223
vente appartement moyen standing oulfa,530000.0,Appartements dans Casablanca,58.0,2.0,1.0,https://www.avito.ma/fr/oulfa/appartements/vente_appartement_moyen_standing_oulfa_57659627.htm,13.180634172318978,9137.931034482759
Appartement 83 m²Al Baraka à Dcheïra El Jihadia,832030.0,Appartements dans Dcheïra El Jihadia,83.0,4.0,2.0,https://www.avito.ma/fr/dche%C3%AFra_el_jihadia/appartements/Appartement_83_m%C2%B2Al_Baraka_%C3%A0_Dche%C3%AFra_El_Jihadia_52999322.htm,13.631624978724608,10024.4578313253
"Appartement à vendre, complexe Ajyal complet",650000.0,Appartements dans Tanger,60.0,2.0,1.0,https://www.avito.ma/fr/aharrarine/appartements/Appartement_%C3%A0_vendre__complexe_Ajyal_complet_57839849.htm,13.384729180332174,10833.333333333334
Projet neuf Appartements modernes avec parking,1740000.0,Appartements dans Tanger,134.0,3.0,2.0,https://www.avito.ma/fr/al_mandar_al_jamil/appartements/Projet_neuf_Appartements_modernes_avec_parking_57839844.htm,14.36939624590319,12985.074626865671
Appartement à vendre 124 m² à Casablanca,1750000.0,Appartements dans Casablanca,136.0,3.0,2.0,https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_vendre_124_m%C2%B2_%C3%A0_Casablanca_57724207.htm,14.375126917328105,12867.64705882353
"Excellent appartement propre à vendre, Universitaire Bab Al Andalous Boukhalk",350000.0,Appartements dans Tanger,55.0,2.0,1.0,https://www.avito.ma/fr/boukhalef/appartements/Excellent_appartement_propre_%C3%A0_vendre__Universitaire_Bab_Al_Andalous_Boukhalk_57839856.htm,12.765691290604371,6363.636363636364
Studio 50m Meublé Centre Maarif,1150000.0,Appartements dans Casablanca,50.0,1.0,1.0,https://www.avito.ma/fr/maarif/appartements/Studio_50m_Meubl%C3%A9_Centre_Maarif_57746274.htm,13.955273369904273,23000.0
Appartement 80 m2 deux face lotissement alliance,640000.0,Appartements dans Kénitra,80.0,2.0,2.0,https://www.avito.ma/fr/alliance/appartements/Appartement_80_m2_deux_face_lotissement_alliance_57395313.htm,13.369225017834633,8000.0
Appartement à vendre 65 m² à Kénitra,500000.0,Appartements dans Kénitra,80.0,2.0,1.0,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_K%C3%A9nitra_57164753.htm,13.122365377402328,6250.0
Appartements titrés declaration total,650000.0,Appartements dans Tétouan,62.0,2.0,1.0,https://www.avito.ma/fr/kouilma/appartements/Appartements_titr%C3%A9s_declaration_total_57528800.htm,13.384729180332174,10483.870967741936
Appartement à vendre 126 m² à Kénitra,880000.0,Appartements dans Kénitra,126.0,3.0,2.0,https://www.avito.ma/fr/bir_rami_industriel/appartements/Appartement_%C3%A0_vendre_126_m%C2%B2_%C3%A0_K%C3%A9nitra_57788082.htm,13.68767832281738,6984.126984126984
Appartement à vendre 47 m² à Casablanca,1400000.0,Appartements dans Casablanca,81.0,1.0,1.0,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_47_m%C2%B2_%C3%A0_Casablanca_57839815.htm,14.151983508870947,17283.95061728395
Appartement 126m Luxe A Maarif Ex,1960000.0,Appartements dans Casablanca,131.0,3.0,2.0,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_126m_Luxe_A_Maarif_Ex_57839799.htm,14.488455541410652,14961.832061068702
Appartement 113 m² en vente près clinique Razi,880000.0,Appartements dans Fès,113.0,3.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_113_m%C2%B2_en_vente_pr%C3%A8s_clinique_Razi_57804049.htm,13.68767832281738,7787.6106194690265
Appartement neuf ascenseur parking,440000.0,Appartements dans Casablanca,81.0,2.0,1.0,https://www.avito.ma/fr/sidi_othmane/appartements/Appartement_neuf_ascenseur_parking_55293264.htm,12.994532278619134,5432.098765432099
Tanger vieille,600000.0,Appartements dans Tanger,57.0,2.0,1.0,https://www.avito.ma/fr/tanja_balia/appartements/Tanger_vieille_57839806.htm,13.304686600863562,10526.315789473685
Appartement à vendre m² à sidi rahal,620000.0,Appartements dans Sidi Rahal,92.0,3.0,2.0,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_%C3%A0_vendre_m%C2%B2_%C3%A0_sidi_rahal_54102042.htm,13.3374763699232,6739.130434782609
✨ À VENDRE – Appartement NEUF au RDC à Kénitra,820000.0,Appartements dans Kénitra,82.0,2.0,2.0,https://www.avito.ma/fr/bir_rami/appartements/__%C3%80_VENDRE___Appartement_NEUF_au_RDC_%C3%A0_K%C3%A9nitra_56559183.htm,13.617060838751888,10000.0
VENTE D’UN BEL APPARTEMENT TRAVERSANT DE 129 M²,1150000.0,Appartements dans Casablanca,129.0,3.0,2.0,https://www.avito.ma/fr/roches_noires/appartements/VENTE_D_UN_BEL_APPARTEMENT_TRAVERSANT_DE_129_M%C2%B2_57679748.htm,13.955273369904273,8914.728682170542
rdc élevé France ville,1190000.0,Appartements dans Casablanca,117.0,2.0,2.0,https://www.avito.ma/fr/abdelmoumen/appartements/rdc_%C3%A9lev%C3%A9_France_ville_57528537.htm,13.989464705423494,10170.940170940172
2 chambres refait à neuf à Moulay Ismail,1350000.0,Appartements dans Tanger,65.0,2.0,2.0,https://www.avito.ma/fr/centre_ville/appartements/2_chambres_refait_%C3%A0_neuf_%C3%A0_Moulay_Ismail_57839713.htm,14.115615891155079,20769.23076923077
Appartement à vendre devant la nouvelle gare routière sans intermédiaire,505000.0,Appartements dans Tanger,67.0,2.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_devant_la_nouvelle_gare_routi%C3%A8re_sans_interm%C3%A9diaire_56156909.htm,13.132315688453556,7537.313432835821
Appartement à vendre 150 m² à Agdal Rabat,2600000.0,Appartements dans Rabat,150.0,4.0,3.0,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Agdal_Rabat_57707625.htm,14.77102238760702,17333.333333333332
Appartement à vendre 70 m² à Kénitra,360000.0,Appartements dans Kénitra,70.0,2.0,1.0,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_57722558.htm,12.793862088206213,5142.857142857143
Appartement à vendre 54 m² à Casablanca,340000.0,Appartements dans Casablanca,54.0,2.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Casablanca_57839682.htm,12.73670383776449,6296.2962962962965
Appartement de luxe à Sidi Rahal Plage avec aide au logement,490000.0,Appartements dans Sidi Rahal,61.0,2.0,2.0,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_de_luxe_%C3%A0_Sidi_Rahal_Plage_avec_aide_au_logement_57839664.htm,13.102162710901053,8032.786885245901
Appartement à vendre 2 Mars,2120000.0,Appartements dans Casablanca,188.0,3.0,3.0,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_2_Mars_57834260.htm,14.566927118346197,11276.595744680852
Magnifique appartement à vendre près du rond-point de l'aéroport Ibn Battouta,640000.0,Appartements dans Tanger,67.0,2.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Magnifique_appartement_%C3%A0_vendre_pr%C3%A8s_du_rond_point_de_l_a%C3%A9roport_Ibn_Battouta_57252271.htm,13.369225017834633,9552.23880597015
Appartement à vendre 80 m² à Oujda,260000.0,Appartements dans Oujda,80.0,2.0,1.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Oujda_57755418.htm,12.468440756144114,3250.0
Appartement meublé 72 m² près de la mer – Houara,600000.0,Appartements dans Tanger,72.0,2.0,1.0,https://www.avito.ma/fr/centre/appartements/Appartement_meubl%C3%A9_72_m%C2%B2_pr%C3%A8s_de_la_mer___Houara_57535001.htm,13.304686600863562,8333.333333333334
Appartement Neuf Haut de Gamme en vente,780000.0,Appartements dans Kénitra,90.0,1.0,1.0,https://www.avito.ma/fr/val_fleury/appartements/Appartement_Neuf_Haut_de_Gamme_en_vente_37102227.htm,13.567050480716235,8666.666666666666
Appartement à vendre 105 m² hay el andalos,370000.0,Appartements dans Oujda,105.0,3.0,2.0,https://www.avito.ma/fr/andalous/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_hay_el_andalos_57755280.htm,12.821260987319457,3523.809523809524
Appartement à vendre 3 chambres à Moulay Youssef 119 m²,3000000.0,Appartements dans Casablanca,119.0,3.0,2.0,https://www.avito.ma/fr/moulay_youssef/appartements/Appartement_%C3%A0_vendre_3_chambres_%C3%A0_Moulay_Youssef_119_m%C2%B2_57303291.htm,14.914123179965662,25210.084033613446
Elégant Studio à vendre 57 m² à Marrakech,1482000.0,Appartements dans Marrakech,57.0,1.0,1.0,https://www.avito.ma/fr/gu%C3%A9liz/appartements/El%C3%A9gant_Studio_%C3%A0_vendre_57_m%C2%B2_%C3%A0_Marrakech_57638397.htm,14.208903759601775,26000.0
Appartement à vendre 70 m² à Oujda,260000.0,Appartements dans Oujda,70.0,2.0,1.0,https://www.avito.ma/fr/route_jerada/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Oujda_57755446.htm,12.468440756144114,3714.285714285714
Appartement Neuf de 138 m² à Harhoura,2200000.0,Appartements dans Temara,138.0,2.0,2.0,https://www.avito.ma/fr/harhoura/appartements/Appartement_Neuf_de_138_m%C2%B2_%C3%A0_Harhoura_57756712.htm,14.603968372873895,15942.028985507246
Appartement Neuf Badiae côté école L'esav,850000.0,Appartements dans Marrakech,62.0,2.0,1.0,https://www.avito.ma/fr/allal_el_fassi/appartements/Appartement_Neuf_Badiae_c%C3%B4t%C3%A9_%C3%A9cole_L_esav_57639180.htm,13.652992804936396,13709.677419354839
Appartement 3 chambres à Mimosas Prix imbattable,820000.0,Appartements dans Kénitra,106.0,3.0,2.0,https://www.avito.ma/fr/mimosas/appartements/Appartement_3_chambres_%C3%A0_Mimosas_Prix_imbattable_45758846.htm,13.617060838751888,7735.8490566037735
Appart meublé 2ch salon balcon 91m2 à vendre La Gironde,950000.0,Appartements dans Casablanca,91.0,2.0,2.0,https://www.avito.ma/fr/la_gironde/appartements/Appart_meubl%C3%A9_2ch_salon_balcon_91m2_%C3%A0_vendre_La_Gironde_57823689.htm,13.76421831620775,10439.560439560439
Appartement 120 millions,1200000.0,Appartements dans Rabat,76.0,2.0,2.0,https://www.avito.ma/fr/riyad_extension/appartements/Appartement_120_millions_57807485.htm,13.997832948091215,15789.473684210527
Appart HS 3ch sal terse 127m2 à vendre Mers sultan,1400000.0,Appartements dans Casablanca,127.0,3.0,2.0,https://www.avito.ma/fr/mers_sultan/appartements/Appart_HS_3ch_sal_terse_127m2_%C3%A0_vendre_Mers_sultan_57601103.htm,14.151983508870947,11023.622047244095
Appartement à vendre à Casablanca Arrahma,580000.0,Appartements dans Casablanca,67.0,2.0,2.0,https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_%C3%A0_Casablanca_Arrahma_57707716.htm,13.270785106659046,8656.716417910447
Appartement à vendre à Temara,1200000.0,Appartements dans Rabat,107.0,3.0,2.0,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_%C3%A0_Temara_57812272.htm,13.997832948091215,11214.953271028038
